@relation 'Huotari500_noclass4'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute class {1 2 3 4}
@data
0.003847,0.000929,0.004441,0.001138,0.023373,0.008987,0.007965,0.007043,0.015200,0.011336,0.097048,0.678973,0.797454,1.388765,0.742371,6.823435,5.445550,2.221619,2.598684,0.386366,0.850990,-0.367044,0.836233,0.004007,0.010221,1
0.003111,0.000564,0.003556,0.000793,0.028790,0.017189,0.004304,0.001826,0.014531,0.016686,0.072607,0.721382,0.835119,1.939809,0.724838,7.873290,7.619654,2.389594,2.887329,0.386334,0.898801,-0.350613,0.845512,0.004452,0.007655,1
0.003510,0.000689,0.005581,0.002888,0.026566,0.012995,0.004521,0.001546,0.015973,0.014634,0.063474,1.156122,0.685959,1.828095,0.649910,5.922789,6.205943,2.240401,2.976557,0.554179,1.068299,-0.211744,0.711392,0.039879,0.099739,2
0.003681,0.000711,0.003810,0.000620,0.022634,0.007682,0.005123,0.002519,0.014281,0.010676,0.196634,0.630660,0.434586,0.564032,0.785935,3.794872,1.579308,1.568825,1.966164,0.419652,0.844494,-0.147381,0.520866,0.020185,0.017646,1
0.003087,0.000663,0.003470,0.000797,0.021381,0.006971,0.004873,0.001627,0.012351,0.009688,0.208597,0.770774,0.369554,0.611635,0.779895,3.684814,1.674297,1.546395,1.940187,0.532570,0.875031,-0.124959,0.477362,0.025635,0.037719,1
0.003317,0.000649,0.003503,0.000612,0.021006,0.007999,0.004774,0.001445,0.012725,0.010044,0.141654,0.698026,0.579333,0.850571,0.741972,4.706426,2.603020,1.843789,2.327212,0.399922,0.892880,-0.178936,0.608836,0.031144,0.010120,1
0.004435,0.000713,0.005622,0.001564,0.024049,0.009846,0.007269,0.002066,0.017279,0.011473,0.073020,0.907683,0.783872,2.029879,0.709151,6.616399,7.456635,2.349629,2.923601,0.503322,0.994737,-0.324956,0.824919,0.031603,0.010311,1
0.003041,0.000401,0.003044,0.000387,0.029197,0.013071,0.004689,0.001776,0.014953,0.015019,0.305756,0.556458,0.319347,0.424012,0.834289,2.879705,1.075566,1.243491,1.532873,0.423542,0.763876,-0.128397,0.439888,0.003596,0.013071,1
0.003040,0.000348,0.003322,0.000535,0.030306,0.015883,0.005367,0.002340,0.016254,0.016594,0.204526,0.585443,0.487636,0.580133,0.807264,4.056962,1.699287,1.597054,1.941525,0.413586,0.794332,-0.209184,0.605466,0.016101,0.012829,1
0.003237,0.000419,0.004336,0.001361,0.020720,0.006186,0.004477,0.001602,0.013160,0.009480,0.068698,0.800316,0.800310,2.121229,0.697057,7.756646,7.013247,2.370251,2.941651,0.392901,0.918916,-0.294973,0.805470,0.017406,0.012139,2
